Switzerland;SUIPA Competition;O;Lorenzo;Gil;17.09.2018;135;35;;;
Switzerland;SUIPA Competition;O;Lorenzo;Gil;29.04.2019;35;;-100;;
Switzerland;SUIPA Competition;O;Lorenzo;Gil;16.09.2019;0;;-35;;
Switzerland;SUIPA Competition;O;Alejandro;Giraldo Soto;25.07.2020;4;4;;;
Switzerland;SUIPA Competition;O;Alejandro;Giraldo Soto;15.08.2020;7;3;;;
Switzerland;SUIPA Competition;O;Alejandro;Giraldo Soto;10.10.2020;10;3;;;
Switzerland;SUIPA Competition;O;Olivia;Giraldo Soto;25.07.2020;4;4;;;
Switzerland;SUIPA Competition;O;Olivia;Giraldo Soto;15.08.2020;7;3;;;
Switzerland;SUIPA Competition;O;Olivia;Giraldo Soto;10.10.2020;10;3;;;
Switzerland;SUIPA Competition;O;Jorge;Gomes;03.02.2020;10;10;;;
Switzerland;SUIPA Competition;O;Jorge;Gomes;05.07.2020;25;15;;;
Switzerland;SUIPA Competition;O;Jorge;Gomes;30.08.2020;40;15;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;25.06.2018;150;150;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;20.08.2018;185;35;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;10.09.2018;235;50;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;17.09.2018;270;35;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;10.12.2018;520;250;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;18.03.2019;525;5;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;22.04.2019;540;15;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;24.06.2019;390;;-150;;
Switzerland;SUIPA Competition;O;Darío;Gómez;24.06.2019;404;14;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;24.06.2019;390;;-14;;
Switzerland;SUIPA Competition;O;Darío;Gómez;29.07.2019;415;25;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;19.08.2019;380;;-35;;
Switzerland;SUIPA Competition;O;Darío;Gómez;09.09.2019;330;;-50;;
Switzerland;SUIPA Competition;O;Darío;Gómez;16.09.2019;295;;-35;;
Switzerland;SUIPA Competition;O;Darío;Gómez;16.09.2019;310;15;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;23.09.2019;335;25;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;09.12.2019;85;;-250;;
Switzerland;SUIPA Competition;O;Darío;Gómez;02.02.2020;100;15;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;03.02.2020;110;10;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;18.03.2020;105;;-5;;
Switzerland;SUIPA Competition;O;Darío;Gómez;22.04.2020;90;;-15;;
Switzerland;SUIPA Competition;O;Darío;Gómez;28.06.2020;115;25;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;05.07.2020;140;25;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;05.07.2020;146;6;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;26.07.2020;161;15;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;29.07.2020;136;;-25;;
Switzerland;SUIPA Competition;O;Darío;Gómez;16.08.2020;142;6;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;30.08.2020;167;25;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;13.09.2020;173;6;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;16.09.2020;158;;-15;;
Switzerland;SUIPA Competition;O;Darío;Gómez;20.09.2020;173;15;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;23.09.2020;148;;-25;;
Switzerland;SUIPA Competition;O;Darío;Gómez;10.10.2020;152;4;;;
Switzerland;SUIPA Competition;O;Darío;Gómez;15.11.2020;158;6;;;
Switzerland;SUIPA Competition;O;Lea;Gómez;02.02.2020;6;6;;;
Switzerland;SUIPA Competition;O;Loris;Gómez;22.04.2019;10;10;;;
Switzerland;SUIPA Competition;O;Loris;Gómez;23.09.2019;35;25;;;
Switzerland;SUIPA Competition;O;Loris;Gómez;03.02.2020;45;10;;;
Switzerland;SUIPA Competition;O;Loris;Gómez;03.02.2020;49;4;;;
Switzerland;SUIPA Competition;O;Loris;Gómez;22.04.2020;39;;-10;;
Switzerland;SUIPA Competition;O;Loris;Gómez;14.06.2020;43;4;;;
Switzerland;SUIPA Competition;O;Loris;Gómez;05.07.2020;68;25;;;
Switzerland;SUIPA Competition;O;Loris;Gómez;26.07.2020;74;6;;;
Switzerland;SUIPA Competition;O;Loris;Gómez;16.08.2020;80;6;;;
Switzerland;SUIPA Competition;O;Loris;Gómez;19.09.2020;95;15;;;
Switzerland;SUIPA Competition;O;Loris;Gómez;23.09.2020;70;;-25;;
Switzerland;SUIPA Competition;O;Tony;Gómez;26.03.2018;25;25;;;
Switzerland;SUIPA Competition;O;Tony;Gómez;07.05.2018;50;25;;;
Switzerland;SUIPA Competition;O;Tony;Gómez;17.09.2018;150;100;;;
Switzerland;SUIPA Competition;O;Tony;Gómez;11.03.2019;249;99;;;
Switzerland;SUIPA Competition;O;Tony;Gómez;25.03.2019;224;;-25;;
Switzerland;SUIPA Competition;O;Tony;Gómez;08.04.2019;284;60;;;
Switzerland;SUIPA Competition;O;Tony;Gómez;05.06.2019;259;;-25;;
Switzerland;SUIPA Competition;O;Tony;Gómez;02.09.2019;309;50;;;
Switzerland;SUIPA Competition;O;Tony;Gómez;16.09.2019;209;;-100;;
Switzerland;SUIPA Competition;O;Tony;Gómez;23.09.2019;259;50;;;
Switzerland;SUIPA Competition;O;Tony;Gómez;07.10.2019;294;35;;;
Switzerland;SUIPA Competition;O;Tony;Gómez;04.11.2019;319;25;;;
Switzerland;SUIPA Competition;O;Tony;Gómez;18.11.2019;419;100;;;
Switzerland;SUIPA Competition;O;Tony;Gómez;11.03.2020;320;;-99;;
Switzerland;SUIPA Competition;O;Tony;Gómez;08.04.2020;260;;-60;;
Switzerland;SUIPA Competition;O;Tony;Gómez;14.06.2020;300;40;;;
Switzerland;SUIPA Competition;O;Tony;Gómez;28.06.2020;325;25;;;
Switzerland;SUIPA Competition;O;Tony;Gómez;02.09.2020;275;;-50;;
Switzerland;SUIPA Competition;O;Tony;Gómez;19.09.2020;290;15;;;
Switzerland;SUIPA Competition;O;Tony;Gómez;23.09.2020;240;;-50;;
Switzerland;SUIPA Competition;O;Tony;Gómez;27.09.2020;340;100;;;
Switzerland;SUIPA Competition;O;Tony;Gómez;07.10.2020;305;;-35;;
Switzerland;SUIPA Competition;O;Tony;Gómez;04.11.2020;280;;-25;;
Switzerland;SUIPA Competition;O;Tony;Gómez;18.11.2020;180;;-100;;
Switzerland;SUIPA Competition;O;Tony;Gómez;31.10.2020;205;25;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;23.04.2018;35;35;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;28.05.2018;70;35;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;17.09.2018;95;25;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;10.12.2018;130;35;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;18.03.2019;165;35;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;15.04.2019;180;15;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;22.04.2019;215;35;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;22.04.2019;180;;-35;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;27.05.2019;145;;-35;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;26.08.2019;111;;-34;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;26.08.2019;145;34;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;16.09.2019;120;;-25;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;16.09.2019;155;35;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;07.10.2019;170;15;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;09.12.2019;135;;-35;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;02.02.2020;141;6;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;03.02.2020;181;40;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;18.03.2020;146;;-35;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;08.04.2020;131;;-15;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;22.04.2020;96;;-35;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;05.07.2020;136;40;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;05.07.2020;176;40;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;16.08.2020;191;15;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;29.08.2020;231;40;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;12.09.2020;246;15;;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;16.09.2020;211;;-35;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;07.10.2020;196;;-15;;
Switzerland;SUIPA Competition;O;Marco;Gonçalves;24.10.2020;256;60;;;
Switzerland;SUIPA Competition;O;Claudio;González;23.04.2018;150;150;;;
Switzerland;SUIPA Competition;O;Claudio;González;30.04.2018;300;150;;;
Switzerland;SUIPA Competition;O;Claudio;González;30.04.2018;400;100;;;
Switzerland;SUIPA Competition;O;Claudio;González;28.05.2018;550;150;;;
Switzerland;SUIPA Competition;O;Claudio;González;20.08.2018;650;100;;;
Switzerland;SUIPA Competition;O;Claudio;González;10.09.2018;900;250;;;
Switzerland;SUIPA Competition;O;Claudio;González;17.09.2018;1000;100;;;
Switzerland;SUIPA Competition;O;Claudio;González;10.12.2018;1150;150;;;
Switzerland;SUIPA Competition;O;Claudio;González;18.03.2019;1250;100;;;
Switzerland;SUIPA Competition;O;Claudio;González;22.04.2019;1350;100;;;
Switzerland;SUIPA Competition;O;Claudio;González;22.04.2019;1200;;-150;;
Switzerland;SUIPA Competition;O;Claudio;González;29.04.2019;1050;;-150;;
Switzerland;SUIPA Competition;O;Claudio;González;29.04.2019;950;;-100;;
Switzerland;SUIPA Competition;O;Claudio;González;27.05.2019;800;;-150;;
Switzerland;SUIPA Competition;O;Claudio;González;17.06.2019;835;35;;;
Switzerland;SUIPA Competition;O;Claudio;González;01.07.2019;935;100;;;
Switzerland;SUIPA Competition;O;Claudio;González;29.07.2019;1035;100;;;
Switzerland;SUIPA Competition;O;Claudio;González;19.08.2019;935;;-100;;
Switzerland;SUIPA Competition;O;Claudio;González;26.08.2019;960;25;;;
Switzerland;SUIPA Competition;O;Claudio;González;26.08.2019;935;;-25;;
Switzerland;SUIPA Competition;O;Claudio;González;09.09.2019;685;;-250;;
Switzerland;SUIPA Competition;O;Claudio;González;09.09.2019;720;35;;;
Switzerland;SUIPA Competition;O;Claudio;González;16.09.2019;620;;-100;;
Switzerland;SUIPA Competition;O;Claudio;González;07.10.2019;655;35;;;
Switzerland;SUIPA Competition;O;Claudio;González;04.11.2019;680;25;;;
Switzerland;SUIPA Competition;O;Claudio;González;09.12.2019;530;;-150;;
Switzerland;SUIPA Competition;O;Claudio;González;03.02.2020;570;;40;;
Switzerland;SUIPA Competition;O;Claudio;González;18.03.2020;470;;-100;;
Switzerland;SUIPA Competition;O;Claudio;González;22.04.2020;370;;-100;;
Switzerland;SUIPA Competition;O;Claudio;González;17.06.2020;335;;-35;;
Switzerland;SUIPA Competition;O;Claudio;González;01.07.2020;235;;-100;;
Switzerland;SUIPA Competition;O;Claudio;González;05.07.2020;260;25;;;
Switzerland;SUIPA Competition;O;Claudio;González;29.07.2020;160;;-100;;
Switzerland;SUIPA Competition;O;Claudio;González;09.09.2020;125;;-35;;
Switzerland;SUIPA Competition;O;Claudio;González;12.09.2020;150;25;;;
Switzerland;SUIPA Competition;O;Claudio;González;07.10.2020;115;;-35;;
Switzerland;SUIPA Competition;O;Claudio;González;04.11.2020;90;;-25;;
Switzerland;SUIPA Competition;O;Daniel;González;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Jorge;González Gadea;11.03.2019;250;250;;;
Switzerland;SUIPA Competition;O;Jorge;González Gadea;08.04.2019;400;150;;;
Switzerland;SUIPA Competition;O;Jorge;González Gadea;23.09.2019;500;100;;;
Switzerland;SUIPA Competition;O;Jorge;González Gadea;11.03.2020;250;;-250;;
Switzerland;SUIPA Competition;O;Jorge;González Gadea;08.04.2020;100;;-150;;
Switzerland;SUIPA Competition;O;Jorge;González Gadea;23.09.2020;0;;-100;;
Switzerland;SUIPA Competition;O;Miguel;González;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Jon;González Millares;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Arnaud;Goutorbe;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Arnaud;Goutorbe;04.11.2019;5;5;;;
Switzerland;SUIPA Competition;O;Arnaud;Goutorbe;05.07.2020;15;10;;;
Switzerland;SUIPA Competition;O;Arnaud;Goutorbe;17.10.2020;25;10;;;
Switzerland;SUIPA Competition;O;Arnaud;Goutorbe;04.11.2020;20;;-5;;
Switzerland;SUIPA Competition;O;Vitor;Graça;05.09.2020;10;10;;;
Switzerland;SUIPA Competition;O;Ronny;Graf;23.04.2018;25;25;;;
Switzerland;SUIPA Competition;O;Ronny;Graf;15.04.2019;85;60;;;
Switzerland;SUIPA Competition;O;Ronny;Graf;22.04.2019;60;;-25;;
Switzerland;SUIPA Competition;O;Ronny;Graf;07.10.2019;85;25;;;
Switzerland;SUIPA Competition;O;Ronny;Graf;08.04.2020;25;;-60;;
Switzerland;SUIPA Competition;O;Ronny;Graf;07.10.2020;0;;-25;;
Switzerland;SUIPA Competition;O;Jonathan;Gressler;14.06.2020;25;25;;;
Switzerland;SUIPA Competition;O;Jonathan;Gressler;28.06.2020;40;15;;;
Switzerland;SUIPA Competition;O;Johan;Gressot;02.09.2019;15;15;;;
Switzerland;SUIPA Competition;O;Johan;Gressot;09.09.2019;49;34;;;
Switzerland;SUIPA Competition;O;Johan;Gressot;28.10.2019;64;15;;;
Switzerland;SUIPA Competition;O;Johan;Gressot;28.06.2020;79;15;;;
Switzerland;SUIPA Competition;O;Johan;Gressot;05.07.2020;104;25;;;
Switzerland;SUIPA Competition;O;Johan;Gressot;12.07.2020;118;14;;;
Switzerland;SUIPA Competition;O;Johan;Gressot;09.08.2020;133;15;;;
Switzerland;SUIPA Competition;O;Johan;Gressot;02.09.2020;118;;-15;;
Switzerland;SUIPA Competition;O;Johan;Gressot;09.09.2020;84;;-34;;
Switzerland;SUIPA Competition;O;Johan;Gressot;28.10.2020;69;;-15;;
Switzerland;SUIPA Competition;O;Andreas;Grob;24.10.2020;3;3;;;
Switzerland;SUIPA Competition;O;Andy;Grossmann;30.04.2018;250;250;;;
Switzerland;SUIPA Competition;O;Andy;Grossmann;29.04.2019;0;;-250;;
Switzerland;SUIPA Competition;O;Mathieu;Guenat;09.08.2020;15;15;;;
Switzerland;SUIPA Competition;O;Mathieu;Guenat;16.08.2020;75;60;;;
Switzerland;SUIPA Competition;O;Mathieu;Guenat;22.08.2020;174;99;;;
Switzerland;SUIPA Competition;O;Mathieu;Guenat;06.09.2020;274;100;;;
Switzerland;SUIPA Competition;O;Mathieu;Guenat;13.09.2020;314;40;;;
Switzerland;SUIPA Competition;O;Mathieu;Guenat;19.09.2020;354;40;;;
Switzerland;SUIPA Competition;O;Mathieu;Guenat;11.10.2020;454;100;;;
Switzerland;SUIPA Competition;O;Mathieu;Guenat;17.10.2020;514;60;;;
Switzerland;SUIPA Competition;O;Mathieu;Guenat;31.10.2020;614;100;;;
Switzerland;SUIPA Competition;O;Pablo;Guerrero Seoane;03.09.2018;35;35;;;
Switzerland;SUIPA Competition;O;Pablo;Guerrero Seoane;10.12.2018;85;50;;;
Switzerland;SUIPA Competition;O;Pablo;Guerrero Seoane;02.09.2019;185;100;;;
Switzerland;SUIPA Competition;O;Pablo;Guerrero Seoane;02.09.2019;150;;-35;;
Switzerland;SUIPA Competition;O;Pablo;Guerrero Seoane;07.10.2019;250;100;;;
Switzerland;SUIPA Competition;O;Pablo;Guerrero Seoane;09.12.2019;200;;-50;;
Switzerland;SUIPA Competition;O;Pablo;Guerrero Seoane;13.06.2020;300;100;;;
Switzerland;SUIPA Competition;O;Pablo;Guerrero Seoane;14.06.2020;360;60;;;
Switzerland;SUIPA Competition;O;Pablo;Guerrero Seoane;28.06.2020;460;100;;;
Switzerland;SUIPA Competition;O;Pablo;Guerrero Seoane;02.09.2020;360;;-100;;
Switzerland;SUIPA Competition;O;Pablo;Guerrero Seoane;07.10.2020;260;;-100;;
Switzerland;SUIPA Competition;O;Pablo;Guerrero Seoane;24.10.2020;360;100;;;
Switzerland;SUIPA Competition;O;Pablo;Guerrero Seoane;25.10.2020;459;99;;;
Switzerland;SUIPA Competition;O;Maxime;Guichoud;19.09.2019;40;40;;;
Switzerland;SUIPA Competition;O;Maxime;Guichoud;06.09.2020;140;100;;;
Switzerland;SUIPA Competition;O;Maxime;Guichoud;13.09.2020;200;60;;;
Switzerland;SUIPA Competition;O;Maxime;Guichoud;27.09.2020;449;249;;;
Switzerland;SUIPA Competition;O;Maxime;Guichoud;11.10.2020;549;100;;;
Switzerland;SUIPA Competition;O;Maxime;Guichoud;17.10.2020;609;60;;;
Switzerland;SUIPA Competition;O;Maxime;Guichoud;25.10.2020;709;100;;;
Switzerland;SUIPA Competition;O;Henry;Guillaume;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Henry;Guillaume;14.06.2020;39;39;;;
Switzerland;SUIPA Competition;O;Henry;Guillaume;28.06.2020;49;10;;;
Switzerland;SUIPA Competition;O;Henry;Guillaume;12.07.2020;89;40;;;
Switzerland;SUIPA Competition;O;Henry;Guillaume;16.08.2020;129;40;;;
Switzerland;SUIPA Competition;O;Henry;Guillaume;19.09.2020;168;39;;;
Switzerland;SUIPA Competition;O;Henry;Guillaume;27.09.2020;208;40;;;
Switzerland;SUIPA Competition;O;Henry;Guillaume;31.10.2020;248;40;;;
Switzerland;SUIPA Competition;O;Till;Gygax;26.03.2018;150;150;;;
Switzerland;SUIPA Competition;O;Till;Gygax;23.04.2018;300;150;;;
Switzerland;SUIPA Competition;O;Till;Gygax;30.04.2018;450;150;;;
Switzerland;SUIPA Competition;O;Till;Gygax;07.05.2018;700;250;;;
Switzerland;SUIPA Competition;O;Till;Gygax;28.05.2018;850;150;;;
Switzerland;SUIPA Competition;O;Till;Gygax;20.08.2018;900;50;;;
Switzerland;SUIPA Competition;O;Till;Gygax;03.09.2018;1000;100;;;
Switzerland;SUIPA Competition;O;Till;Gygax;17.09.2018;1150;150;;;
Switzerland;SUIPA Competition;O;Till;Gygax;15.10.2018;1260;110;;;
Switzerland;SUIPA Competition;O;Till;Gygax;10.12.2018;1360;100;;;
Switzerland;SUIPA Competition;O;Till;Gygax;18.03.2019;1610;250;;;
Switzerland;SUIPA Competition;O;Till;Gygax;25.03.2019;1460;;-150;;
Switzerland;SUIPA Competition;O;Till;Gygax;08.04.2019;1610;150;;;
Switzerland;SUIPA Competition;O;Till;Gygax;22.04.2019;1460;;-150;;
Switzerland;SUIPA Competition;O;Till;Gygax;29.04.2019;1559;99;;;
Switzerland;SUIPA Competition;O;Till;Gygax;29.04.2019;1409;;-150;;
Switzerland;SUIPA Competition;O;Till;Gygax;06.05.2019;1159;;-250;;
Switzerland;SUIPA Competition;O;Till;Gygax;27.05.2019;1009;;-150;;
Switzerland;SUIPA Competition;O;Till;Gygax;24.06.2019;1159;150;;;
Switzerland;SUIPA Competition;O;Till;Gygax;01.07.2019;1259;100;;;
Switzerland;SUIPA Competition;O;Till;Gygax;19.08.2019;1209;;-50;;
Switzerland;SUIPA Competition;O;Till;Gygax;02.09.2019;1109;;-100;;
Switzerland;SUIPA Competition;O;Till;Gygax;16.09.2019;959;;-150;;
Switzerland;SUIPA Competition;O;Till;Gygax;16.09.2019;1059;100;;;
Switzerland;SUIPA Competition;O;Till;Gygax;14.10.2019;949;;-110;;
Switzerland;SUIPA Competition;O;Till;Gygax;28.10.2019;1099;150;;;
Switzerland;SUIPA Competition;O;Till;Gygax;09.12.2019;1299;200;;;
Switzerland;SUIPA Competition;O;Till;Gygax;09.12.2019;1199;;-100;;
Switzerland;SUIPA Competition;O;Till;Gygax;18.03.2020;949;;-250;;
Switzerland;SUIPA Competition;O;Till;Gygax;08.04.2020;799;;-150;;
Switzerland;SUIPA Competition;O;Till;Gygax;22.04.2020;700;;-99;;
Switzerland;SUIPA Competition;O;Till;Gygax;24.06.2020;550;;-150;;
Switzerland;SUIPA Competition;O;Till;Gygax;01.07.2020;450;;-100;;
Switzerland;SUIPA Competition;O;Till;Gygax;19.07.2020;550;100;;;
Switzerland;SUIPA Competition;O;Till;Gygax;22.08.2020;650;100;;;
Switzerland;SUIPA Competition;O;Till;Gygax;29.08.2020;800;150;;;
Switzerland;SUIPA Competition;O;Till;Gygax;13.09.2020;899;99;;;
Switzerland;SUIPA Competition;O;Till;Gygax;16.09.2020;799;;-100;;
Switzerland;SUIPA Competition;O;Till;Gygax;20.09.2020;949;150;;;
Switzerland;SUIPA Competition;O;Till;Gygax;27.09.2020;1199;250;;;
Switzerland;SUIPA Competition;O;Till;Gygax;17.10.2020;1349;150;;;
Switzerland;SUIPA Competition;O;Till;Gygax;28.10.2020;1199;;-150;;
Switzerland;SUIPA Competition;O;Simon;Habersaat;24.06.2019;15;15;;;
Switzerland;SUIPA Competition;O;Simon;Habersaat;24.06.2020;0;;-15;;
Switzerland;SUIPA Competition;O;Simon;Habersaat;15.08.2020;15;15;;;
Switzerland;SUIPA Competition;O;Simon;Habersaat;24.10.2020;30;15;;;
Switzerland;SUIPA Competition;O;Simon;Habersaat;14.11.2020;36;6;;;
Switzerland;SUIPA Competition;O;Bernd;Harden;29.04.2019;25;25;;;
Switzerland;SUIPA Competition;O;Bernd;Harden;29.04.2020;0;;-25;;
Switzerland;SUIPA Competition;O;Craig;Hasler;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;José;Hediger;14.11.2020;5;5;;;
Switzerland;SUIPA Competition;O;Daniel;Heimlicher;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Karen;Heimlicher;14.06.2020;6;6;;;
Switzerland;SUIPA Competition;O;Lucas;Helbling;14.06.2020;2;2;;;
Switzerland;SUIPA Competition;O;Timo;Helbling;13.06.2020;10;10;;;
Switzerland;SUIPA Competition;O;Timo;Helbling;14.06.2020;50;40;;;
Switzerland;SUIPA Competition;O;Timo;Helbling;05.07.2020;110;60;;;
Switzerland;SUIPA Competition;O;Timo;Helbling;25.07.2020;150;40;;;
Switzerland;SUIPA Competition;O;Timo;Helbling;24.10.2020;165;15;;;
Switzerland;SUIPA Competition;O;Timo;Helbling;25.10.2020;179;14;;;
Switzerland;SUIPA Competition;O;Timo;Helbling;15.11.2020;204;25;;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;26.03.2018;100;100;;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;07.05.2018;200;100;;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;17.09.2018;550;350;;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;11.03.2019;649;99;;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;26.03.2019;549;;-100;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;08.04.2019;559;10;;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;05.06.2019;459;;-100;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;17.06.2019;559;100;;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;29.07.2019;594;35;;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;17.09.2019;244;;-350;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;11.03.2020;145;;-99;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;08.04.2020;135;;-10;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;14.06.2020;175;40;;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;17.06.2020;75;;-100;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;28.06.2020;100;25;;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;19.07.2020;125;25;;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;29.07.2020;90;;-35;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;27.09.2020;150;60;;;
Switzerland;SUIPA Competition;O;Daniel;Hernández;31.10.2020;189;39;;;
Switzerland;SUIPA Competition;O;Luis Fernando;Herraiz Ongay;22.04.2019;35;35;;;
Switzerland;SUIPA Competition;O;Luis Fernando;Herraiz Ongay;22.04.2020;0;;-35;;
Switzerland;SUIPA Competition;O;Jorge;Herzog;17.09.2018;35;35;;;
Switzerland;SUIPA Competition;O;Jorge;Herzog;10.12.2018;285;250;;;
Switzerland;SUIPA Competition;O;Jorge;Herzog;24.06.2019;299;14;;;
Switzerland;SUIPA Competition;O;Jorge;Herzog;16.09.2019;264;;-35;;
Switzerland;SUIPA Competition;O;Jorge;Herzog;16.09.2019;279;15;;;
Switzerland;SUIPA Competition;O;Jorge;Herzog;09.12.2019;29;;-250;;
Switzerland;SUIPA Competition;O;Jorge;Herzog;24.06.2020;15;;-14;;
Switzerland;SUIPA Competition;O;Jorge;Herzog;16.09.2020;0;;-15;;
Switzerland;SUIPA Competition;O;Jorge;Herzog;10.10.2020;4;4;;;
Switzerland;SUIPA Competition;O;Jorge;Herzog;15.11.2020;10;6;;;
Switzerland;SUIPA Competition;O;Dominic;Hinny;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Johann;Hochuli;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Johann;Hochuli;12.09.2020;6;6;;;
Switzerland;SUIPA Competition;O;Kevin;Hofmann;03.02.2020;15;15;;;
Switzerland;SUIPA Competition;O;Kevin;Hofmann;03.02.2020;40;25;;;
Switzerland;SUIPA Competition;O;Kevin;Hofmann;16.08.2020;50;10;;;
Switzerland;SUIPA Competition;O;Kevin;Hofmann;23.08.2020;56;6;;;
Switzerland;SUIPA Competition;O;Kevin;Hofmann;30.08.2020;71;15;;;
Switzerland;SUIPA Competition;O;Kevin;Hofmann;25.10.2020;81;10;;;
Switzerland;SUIPA Competition;O;Gilles;Hofstetter;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Serge;Holdener;11.03.2019;100;100;;;
Switzerland;SUIPA Competition;O;Serge;Holdener;08.04.2019;205;105;;;
Switzerland;SUIPA Competition;O;Serge;Holdener;17.06.2019;304;99;;;
Switzerland;SUIPA Competition;O;Serge;Holdener;23.09.2019;354;50;;;
Switzerland;SUIPA Competition;O;Serge;Holdener;11.03.2020;254;;-100;;
Switzerland;SUIPA Competition;O;Serge;Holdener;08.04.2020;149;;-105;;
Switzerland;SUIPA Competition;O;Serge;Holdener;17.06.2020;50;;-99;;
Switzerland;SUIPA Competition;O;Serge;Holdener;20.09.2020;0;;-50;;
Switzerland;SUIPA Competition;O;Serge;Holdener;27.09.2020;25;25;;;
Switzerland;SUIPA Competition;O;Nicolas;Holliger;27.09.2020;40;40;;;
Switzerland;SUIPA Competition;O;Rodrigo;Ibáñez;18.03.2019;25;25;;;
Switzerland;SUIPA Competition;O;Rodrigo;Ibáñez;18.03.2020;0;;-25;;
Switzerland;SUIPA Competition;O;Sandra;Idda;02.02.2020;6;6;;;
Switzerland;SUIPA Competition;O;Sandra;Idda;14.06.2020;8;2;;;
Switzerland;SUIPA Competition;O;Sandra;Idda;15.08.2020;14;6;;;
Switzerland;SUIPA Competition;O;Sandra;Idda;30.08.2020;20;6;;;
Switzerland;SUIPA Competition;O;Sandra;Idda;20.09.2020;25;5;;;
Switzerland;SUIPA Competition;O;Sandra;Idda;10.10.2020;40;15;;;
