Switzerland;SUIPA Competition;O;Sandra;Idda;24.10.2020;46;6;;;
Switzerland;SUIPA Competition;O;Sandra;Idda;25.10.2020;52;6;;;
Switzerland;SUIPA Competition;O;Sandra;Idda;14.11.2020;57;5;;;
Switzerland;SUIPA Competition;O;Sandra;Idda;21.11.2020;63;6;;;
Switzerland;SUIPA Competition;O;Dominik;Imark;05.07.2020;10;10;;;
Switzerland;SUIPA Competition;O;Dominik;Imark;30.08.2020;50;40;;;
Switzerland;SUIPA Competition;O;Dominik;Imark;13.09.2020;75;25;;;
Switzerland;SUIPA Competition;O;Dominik;Imark;10.10.2020;100;25;;;
Switzerland;SUIPA Competition;O;Dominik;Imark;22.11.2020;125;25;;;
Switzerland;SUIPA Competition;O;Ángel David;Inglés Meroño;26.03.2018;100;100;;;
Switzerland;SUIPA Competition;O;Ángel David;Inglés Meroño;07.05.2018;200;100;;;
Switzerland;SUIPA Competition;O;Ángel David;Inglés Meroño;26.11.2018;650;450;;;
Switzerland;SUIPA Competition;O;Ángel David;Inglés Meroño;25.03.2019;550;;-100;;
Switzerland;SUIPA Competition;O;Ángel David;Inglés Meroño;08.04.2019;650;100;;;
Switzerland;SUIPA Competition;O;Ángel David;Inglés Meroño;05.06.2019;550;;-100;;
Switzerland;SUIPA Competition;O;Ángel David;Inglés Meroño;23.09.2019;650;100;;;
Switzerland;SUIPA Competition;O;Ángel David;Inglés Meroño;25.11.2019;200;;-450;;
Switzerland;SUIPA Competition;O;Ángel David;Inglés Meroño;08.04.2020;100;;-100;;
Switzerland;SUIPA Competition;O;Ángel David;Inglés Meroño;23.09.2020;0;;-100;;
Switzerland;SUIPA Competition;O;Ángel David;Inglés Meroño;27.09.2020;250;250;;;
Switzerland;SUIPA Competition;O;Rico;Jacober;20.08.2018;99;99;;;
Switzerland;SUIPA Competition;O;Rico;Jacober;03.09.2018;149;50;;;
Switzerland;SUIPA Competition;O;Rico;Jacober;15.10.2018;274;125;;;
Switzerland;SUIPA Competition;O;Rico;Jacober;19.08.2019;175;;-99;;
Switzerland;SUIPA Competition;O;Rico;Jacober;02.09.2019;125;;-50;;
Switzerland;SUIPA Competition;O;Rico;Jacober;14.10.2019;0;;-125;;
Switzerland;SUIPA Competition;O;Tom;Jacopin;02.09.2019;35;35;;;
Switzerland;SUIPA Competition;O;Tom;Jacopin;23.09.2019;134;99;;;
Switzerland;SUIPA Competition;O;Tom;Jacopin;07.10.2019;234;100;;;
Switzerland;SUIPA Competition;O;Tom;Jacopin;28.10.2019;333;99;;;
Switzerland;SUIPA Competition;O;Tom;Jacopin;04.11.2019;433;100;;;
Switzerland;SUIPA Competition;O;Tom;Jacopin;13.06.2020;493;60;;;
Switzerland;SUIPA Competition;O;Tom;Jacopin;28.06.2020;508;15;;;
Switzerland;SUIPA Competition;O;Tom;Jacopin;02.09.2020;473;;-35;;
Switzerland;SUIPA Competition;O;Tom;Jacopin;13.09.2020;513;40;;;
Switzerland;SUIPA Competition;O;Tom;Jacopin;20.09.2020;414;;-99;;
Switzerland;SUIPA Competition;O;Tom;Jacopin;07.10.2020;314;;-100;;
Switzerland;SUIPA Competition;O;Tom;Jacopin;11.10.2020;329;15;;;
Switzerland;SUIPA Competition;O;Tom;Jacopin;17.10.2020;369;40;;;
Switzerland;SUIPA Competition;O;Tom;Jacopin;24.10.2020;409;40;;;
Switzerland;SUIPA Competition;O;Tom;Jacopin;28.10.2020;310;;-99;;
Switzerland;SUIPA Competition;O;Tom;Jacopin;04.11.2020;210;;-100;;
Switzerland;SUIPA Competition;O;Paula;Jaime;16.09.2019;35;35;;;
Switzerland;SUIPA Competition;O;Paula;Jaime;16.09.2019;70;35;;;
Switzerland;SUIPA Competition;O;Paula;Jaime;07.10.2019;170;100;;;
Switzerland;SUIPA Competition;O;Paula;Jaime;16.09.2020;135;;-35;;
Switzerland;SUIPA Competition;O;Paula;Jaime;16.09.2020;100;;-35;;
Switzerland;SUIPA Competition;O;Paula;Jaime;20.09.2020;200;100;;;
Switzerland;SUIPA Competition;O;Paula;Jaime;07.10.2020;100;;-100;;
Switzerland;SUIPA Competition;O;André;Jaunin;10.09.2018;50;50;;;
Switzerland;SUIPA Competition;O;André;Jaunin;09.09.2019;0;;-50;;
Switzerland;SUIPA Competition;O;André;Jaunin;13.06.2020;10;10;;;
Switzerland;SUIPA Competition;O;André;Jaunin;30.08.2020;20;10;;;
Switzerland;SUIPA Competition;O;Enrique;Jiménez;26.03.2018;50;50;;;
Switzerland;SUIPA Competition;O;Enrique;Jiménez;26.03.2018;75;25;;;
Switzerland;SUIPA Competition;O;Enrique;Jiménez;07.05.2018;110;35;;;
Switzerland;SUIPA Competition;O;Enrique;Jiménez;07.05.2018;210;100;;;
Switzerland;SUIPA Competition;O;Enrique;Jiménez;11.03.2019;360;150;;;
Switzerland;SUIPA Competition;O;Enrique;Jiménez;25.03.2019;310;;-50;;
Switzerland;SUIPA Competition;O;Enrique;Jiménez;25.03.2019;285;;-25;;
Switzerland;SUIPA Competition;O;Enrique;Jiménez;08.04.2019;345;60;;;
Switzerland;SUIPA Competition;O;Enrique;Jiménez;06.05.2019;310;;-35;;
Switzerland;SUIPA Competition;O;Enrique;Jiménez;06.05.2019;210;;-100;;
Switzerland;SUIPA Competition;O;Enrique;Jiménez;17.06.2019;245;35;;;
Switzerland;SUIPA Competition;O;Enrique;Jiménez;07.10.2019;280;35;;;
Switzerland;SUIPA Competition;O;Enrique;Jiménez;11.03.2020;130;;-150;;
Switzerland;SUIPA Competition;O;Enrique;Jiménez;08.04.2020;70;;-60;;
Switzerland;SUIPA Competition;O;Enrique;Jiménez;17.06.2020;35;;-35;;
Switzerland;SUIPA Competition;O;Enrique;Jiménez;07.10.2020;0;;-35;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;17.06.2019;100;100;;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;18.11.2019;250;150;;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;14.06.2020;350;100;;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;17.06.2020;250;;-100;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;05.07.2020;300;50;;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;19.07.2020;400;100;;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;25.07.2020;500;100;;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;15.08.2020;600;100;;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;22.08.2020;700;100;;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;29.08.2020;850;150;;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;13.09.2020;949;99;;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;20.09.2020;1049;100;;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;20.09.2020;1109;60;;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;27.09.2020;1359;250;;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;17.10.2020;1509;150;;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;25.10.2020;1609;100;;;
Switzerland;SUIPA Competition;O;Kilian;Jordan;18.11.2020;1459;;-150;;
Switzerland;SUIPA Competition;O;Alexis;Joye;27.09.2020;100;100;;;
Switzerland;SUIPA Competition;O;David;Kälin;23.04.2018;150;150;;;
Switzerland;SUIPA Competition;O;David;Kälin;22.04.2019;0;;-150;;
Switzerland;SUIPA Competition;O;Simon;Kälin;10.09.2018;250;250;;;
Switzerland;SUIPA Competition;O;Simon;Kälin;22.04.2019;265;15;;;
Switzerland;SUIPA Competition;O;Simon;Kälin;09.09.2019;15;;-250;;
Switzerland;SUIPA Competition;O;Simon;Kälin;16.09.2019;20;5;;;
Switzerland;SUIPA Competition;O;Simon;Kälin;22.04.2020;5;;-15;;
Switzerland;SUIPA Competition;O;Simon;Kälin;23.08.2020;9;4;;;
Switzerland;SUIPA Competition;O;Simon;Kälin;13.09.2020;15;6;;;
Switzerland;SUIPA Competition;O;Simon;Kälin;16.09.2020;10;;-5;;
Switzerland;SUIPA Competition;O;Adrian;Kalt;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Adrian;Kalt;14.06.2020;4;4;;;
Switzerland;SUIPA Competition;O;Santiago;Kalt;13.06.2020;3;3;;;
Switzerland;SUIPA Competition;O;Samuel;Kämpf;25.06.2018;99;99;;;
Switzerland;SUIPA Competition;O;Samuel;Kämpf;10.12.2018;249;150;;;
Switzerland;SUIPA Competition;O;Samuel;Kämpf;18.03.2019;259;10;;;
Switzerland;SUIPA Competition;O;Samuel;Kämpf;22.04.2019;274;15;;;
Switzerland;SUIPA Competition;O;Samuel;Kämpf;24.06.2019;175;;-99;;
Switzerland;SUIPA Competition;O;Samuel;Kämpf;09.12.2019;25;;-150;;
Switzerland;SUIPA Competition;O;Samuel;Kämpf;18.03.2020;15;;-10;;
Switzerland;SUIPA Competition;O;Samuel;Kämpf;22.04.2020;0;;-15;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;26.03.2018;100;100;;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;23.04.2018;200;100;;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;30.04.2018;250;50;;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;30.04.2018;400;150;;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;17.09.2018;435;35;;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;15.10.2018;490;55;;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;25.03.2019;390;;-100;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;08.04.2019;495;105;;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;22.04.2019;395;;-100;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;29.04.2019;345;;-50;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;29.04.2019;195;;-150;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;29.04.2019;245;50;;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;16.09.2019;210;;-35;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;14.10.2019;155;;-55;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;28.10.2019;190;35;;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;28.10.2019;240;50;;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;04.11.2019;265;25;;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;08.04.2020;160;;-105;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;22.04.2020;110;;-50;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;28.10.2020;75;;-35;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;28.10.2020;25;;-50;;
Switzerland;SUIPA Competition;O;Kenzo;Kauffmann;04.11.2020;0;;-25;;
Switzerland;SUIPA Competition;O;Christian;Kaufmann;28.05.2018;100;100;;;
Switzerland;SUIPA Competition;O;Christian;Kaufmann;03.09.2018;150;50;;;
Switzerland;SUIPA Competition;O;Christian;Kaufmann;10.12.2018;250;100;;;
Switzerland;SUIPA Competition;O;Christian;Kaufmann;10.12.2018;150;;-100;;
Switzerland;SUIPA Competition;O;Christian;Kaufmann;15.04.2019;165;15;;;
Switzerland;SUIPA Competition;O;Christian;Kaufmann;27.05.2019;65;;-100;;
Switzerland;SUIPA Competition;O;Christian;Kaufmann;02.09.2019;100;35;;;
Switzerland;SUIPA Competition;O;Christian;Kaufmann;07.10.2019;135;35;;;
Switzerland;SUIPA Competition;O;Christian;Kaufmann;09.12.2019;85;;-50;;
Switzerland;SUIPA Competition;O;Christian;Kaufmann;08.04.2020;70;;-15;;
Switzerland;SUIPA Competition;O;Christian;Kaufmann;02.09.2020;35;;-35;;
Switzerland;SUIPA Competition;O;Christian;Kaufmann;07.10.2020;0;;-35;;
Switzerland;SUIPA Competition;O;Marcel;Keller;25.06.2018;35;35;;;
Switzerland;SUIPA Competition;O;Marcel;Keller;01.10.2018;70;35;;;
Switzerland;SUIPA Competition;O;Marcel;Keller;18.03.2019;220;150;;;
Switzerland;SUIPA Competition;O;Marcel;Keller;24.06.2019;185;;-35;;
Switzerland;SUIPA Competition;O;Marcel;Keller;01.07.2019;284;99;;;
Switzerland;SUIPA Competition;O;Marcel;Keller;15.07.2019;384;100;;;
Switzerland;SUIPA Competition;O;Marcel;Keller;26.08.2019;284;;-100;;
Switzerland;SUIPA Competition;O;Marcel;Keller;26.08.2019;384;100;;;
Switzerland;SUIPA Competition;O;Marcel;Keller;30.09.2019;349;;-35;;
Switzerland;SUIPA Competition;O;Marcel;Keller;07.10.2019;399;50;;;
Switzerland;SUIPA Competition;O;Marcel;Keller;09.12.2019;699;300;;;
Switzerland;SUIPA Competition;O;Marcel;Keller;18.03.2020;549;;-150;;
Switzerland;SUIPA Competition;O;Marcel;Keller;14.06.2020;649;100;;;
Switzerland;SUIPA Competition;O;Marcel;Keller;28.06.2020;749;100;;;
Switzerland;SUIPA Competition;O;Marcel;Keller;01.07.2020;650;;-99;;
Switzerland;SUIPA Competition;O;Marcel;Keller;15.07.2020;550;;-100;;
Switzerland;SUIPA Competition;O;Marcel;Keller;15.08.2020;650;100;;;
Switzerland;SUIPA Competition;O;Marcel;Keller;13.09.2020;800;150;;;
Switzerland;SUIPA Competition;O;Marcel;Keller;20.09.2020;1050;250;;;
Switzerland;SUIPA Competition;O;Marcel;Keller;07.10.2020;1000;;-50;;
Switzerland;SUIPA Competition;O;Boris;Kellerhals;13.06.2020;10;10;;;
Switzerland;SUIPA Competition;O;Boris;Kellerhals;14.06.2020;50;40;;;
Switzerland;SUIPA Competition;O;Boris;Kellerhals;05.07.2020;110;60;;;
Switzerland;SUIPA Competition;O;Boris;Kellerhals;15.11.2020;135;25;;;
Switzerland;SUIPA Competition;O;Fadi;Khalaf;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Fadi;Khalaf;28.06.2020;40;40;;;
Switzerland;SUIPA Competition;O;Fadi;Khalaf;12.09.2020;50;10;;;
Switzerland;SUIPA Competition;O;Fadi;Khalaf;20.09.2020;75;25;;;
Switzerland;SUIPA Competition;O;Fadi;Khalaf;17.10.2020;81;6;;;
Switzerland;SUIPA Competition;O;Jenny;Klaus;10.10.2020;4;4;;;
Switzerland;SUIPA Competition;O;Paul;Kleiber;29.07.2020;15;15;;;
Switzerland;SUIPA Competition;O;Fernando;Klingenfuss;10.09.2018;50;50;;;
Switzerland;SUIPA Competition;O;Fernando;Klingenfuss;09.09.2019;0;;-50;;
Switzerland;SUIPA Competition;O;Tuncay;Koc;23.04.2018;35;35;;;
Switzerland;SUIPA Competition;O;Tuncay;Koc;22.04.2019;0;;-35;;
Switzerland;SUIPA Competition;O;Nebojsa;Kolakovic;18.03.2019;35;35;;;
Switzerland;SUIPA Competition;O;Nebojsa;Kolakovic;03.02.2020;75;40;;;
Switzerland;SUIPA Competition;O;Nebojsa;Kolakovic;18.03.2020;40;;-35;;
Switzerland;SUIPA Competition;O;Nebojsa;Kolakovic;05.07.2020;140;100;;;
Switzerland;SUIPA Competition;O;Nebojsa;Kolakovic;16.08.2020;179;39;;;
Switzerland;SUIPA Competition;O;Oliver;Kolenda;13.06.2020;10;10;;;
Switzerland;SUIPA Competition;O;Oliver;Kolenda;14.06.2020;25;15;;;
Switzerland;SUIPA Competition;O;Oliver;Kolenda;15.08.2020;35;10;;;
Switzerland;SUIPA Competition;O;Oliver;Kolenda;23.08.2020;41;6;;;
Switzerland;SUIPA Competition;O;Oliver;Kolenda;29.08.2020;51;10;;;
Switzerland;SUIPA Competition;O;Oliver;Kolenda;20.09.2020;57;6;;;
Switzerland;SUIPA Competition;O;Alexandre;Kuhn;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Küry;Chantal;15.08.2020;6;6;;;
Switzerland;SUIPA Competition;O;Küry;Chantal;23.08.2020;21;15;;;
Switzerland;SUIPA Competition;O;Küry;Chantal;10.10.2020;25;4;;;
Switzerland;SUIPA Competition;O;Küry;Chantal;25.10.2020;40;15;;;
Switzerland;SUIPA Competition;O;Küry;Chantal;15.11.2020;46;6;;;
Switzerland;SUIPA Competition;O;Küry;Chantal;22.11.2020;52;6;;;
Switzerland;SUIPA Competition;O;Daniel;Ladra;08.04.2019;15;15;;;
Switzerland;SUIPA Competition;O;Daniel;Ladra;04.11.2019;20;5;;;
Switzerland;SUIPA Competition;O;Daniel;Ladra;04.11.2019;15;;-5;;
Switzerland;SUIPA Competition;O;Daniel;Ladra;08.04.2020;0;;-15;;
Switzerland;SUIPA Competition;O;Daniel;Ladra;19.09.2020;15;15;;;
Switzerland;SUIPA Competition;O;Jonathan;Lara Muñoz;14.06.2020;15;15;;;
Switzerland;SUIPA Competition;O;Jonathan;Lara Muñoz;05.07.2020;21;6;;;
Switzerland;SUIPA Competition;O;Jonathan;Lara Muñoz;12.07.2020;35;14;;;
Switzerland;SUIPA Competition;O;Jonathan;Lara Muñoz;26.07.2020;49;14;;;
Switzerland;SUIPA Competition;O;Florence;Le Pen;28.06.2020;10;10;;;
Switzerland;SUIPA Competition;O;Florence;Le Pen;05.07.2020;13;3;;;
Switzerland;SUIPA Competition;O;Florence;Le Pen;12.07.2020;28;15;;;
Switzerland;SUIPA Competition;O;David;Lemiere;18.11.2019;99;99;;;
Switzerland;SUIPA Competition;O;David;Lemiere;18.11.2020;0;;-99;;
Switzerland;SUIPA Competition;O;Ricardo;León Santana;07.10.2019;35;35;;;
Switzerland;SUIPA Competition;O;Ricardo;León Santana;07.10.2020;0;;-35;;
Switzerland;SUIPA Competition;O;Ricardo;León Santana;15.11.2020;40;40;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;23.04.2018;150;150;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;30.04.2018;300;150;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;28.05.2018;450;150;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;20.08.2018;550;100;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;10.09.2018;800;250;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;17.09.2018;900;100;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;10.12.2018;1050;150;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;18.03.2019;1085;35;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;15.04.2019;1190;105;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;22.04.2019;1290;100;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;22.04.2019;1140;;-150;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;29.04.2019;990;;-150;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;27.05.2019;840;;-150;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;01.07.2019;890;50;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;29.07.2019;940;50;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;19.08.2019;840;;-100;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;02.09.2019;940;100;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;09.09.2019;690;;-250;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;09.09.2019;725;35;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;16.09.2019;625;;-100;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;16.09.2019;660;35;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;28.10.2019;710;50;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;04.11.2019;745;35;;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;09.12.2019;595;;-150;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;18.03.2020;560;;-35;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;08.04.2020;455;;-105;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;22.04.2020;355;;-100;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;01.07.2020;305;;-50;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;29.07.2020;255;;-50;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;02.09.2020;155;;-100;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;09.09.2020;120;;-35;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;16.09.2020;85;;-35;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;28.10.2020;35;;-50;;
Switzerland;SUIPA Competition;O;Miguel;Letelier;04.11.2020;0;;-35;;
Switzerland;SUIPA Competition;O;Frédéric;Leveau;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Frédéric;Leveau;14.06.2020;60;60;;;
Switzerland;SUIPA Competition;O;Frédéric;Leveau;06.09.2020;100;40;;;
Switzerland;SUIPA Competition;O;Frédéric;Leveau;11.10.2020;140;40;;;
Switzerland;SUIPA Competition;O;Fabien;Levi;28.06.2020;15;15;;;
Switzerland;SUIPA Competition;O;Pamay;Levin;13.06.2020;3;3;;;
Switzerland;SUIPA Competition;O;Anette;Lindskog;13.06.2020;10;10;;;
Switzerland;SUIPA Competition;O;Anette;Lindskog;13.06.2020;25;15;;;
Switzerland;SUIPA Competition;O;Anette;Lindskog;10.10.2020;29;4;;;
Switzerland;SUIPA Competition;O;Anette;Lindskog;24.10.2020;34;5;;;
Switzerland;SUIPA Competition;O;Anette;Lindskog;14.11.2020;38;4;;;
Switzerland;SUIPA Competition;O;Anette;Lindskog;21.11.2020;41;3;;;
Switzerland;SUIPA Competition;O;Björn;Lindskog;07.10.2019;25;25;;;
Switzerland;SUIPA Competition;O;Björn;Lindskog;02.02.2020;35;10;;;
Switzerland;SUIPA Competition;O;Björn;Lindskog;03.02.2020;45;10;;;
Switzerland;SUIPA Competition;O;Björn;Lindskog;13.06.2020;60;15;;;
Switzerland;SUIPA Competition;O;Björn;Lindskog;14.06.2020;70;10;;;
Switzerland;SUIPA Competition;O;Björn;Lindskog;13.09.2020;76;6;;;
Switzerland;SUIPA Competition;O;Björn;Lindskog;07.10.2020;51;;-25;;
Switzerland;SUIPA Competition;O;Björn;Lindskog;24.10.2020;56;5;;;
Switzerland;SUIPA Competition;O;Björn;Lindskog;14.11.2020;60;4;;;
Switzerland;SUIPA Competition;O;Björn;Lindskog;22.11.2020;75;15;;;
Switzerland;SUIPA Competition;O;Jennis;Liniger;15.08.2020;60;60;;;
Switzerland;SUIPA Competition;O;Daniel;Lips;31.12.2018;0;0;;;
Switzerland;SUIPA Competition;O;Daniel;Lips;12.07.2020;25;25;;;
Switzerland;SUIPA Competition;O;Héctor;Llanas Marco;17.09.2018;100;100;;;
Switzerland;SUIPA Competition;O;Héctor;Llanas Marco;16.09.2019;0;;-100;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;23.04.2018;35;35;;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;28.05.2018;70;35;;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;20.08.2018;120;50;;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;17.09.2018;145;25;;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;10.12.2018;180;35;;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;18.03.2019;215;35;;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;15.04.2019;230;15;;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;22.04.2019;195;;-35;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;27.05.2019;160;;-35;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;01.07.2019;195;35;;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;19.08.2019;145;;-50;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;26.08.2019;179;34;;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;26.08.2019;145;;-34;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;15.09.2019;180;35;;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;16.09.2019;155;;-25;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;07.10.2019;170;15;;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;09.12.2019;135;;-35;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;03.02.2020;175;40;;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;18.03.2020;140;;-35;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;08.04.2020;125;;-15;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;13.06.2020;135;10;;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;01.07.2020;100;;-35;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;05.07.2020;140;40;;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;05.07.2020;180;40;;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;15.09.2020;145;;-35;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;07.10.2020;130;;-15;;
Switzerland;SUIPA Competition;O;Carlos;Lopes;22.11.2020;140;10;;;
Switzerland;SUIPA Competition;O;José Luis;López;22.11.2020;14;14;;;
Switzerland;SUIPA Competition;O;Iván;López Muñoz;29.04.2019;35;35;;;
Switzerland;SUIPA Competition;O;Iván;López Muñoz;17.06.2019;185;150;;;
Switzerland;SUIPA Competition;O;Iván;López Muñoz;05.08.2019;285;100;;;
Switzerland;SUIPA Competition;O;Iván;López Muñoz;26.08.2019;186;;-99;;
Switzerland;SUIPA Competition;O;Iván;López Muñoz;26.08.2019;285;99;;;
Switzerland;SUIPA Competition;O;Iván;López Muñoz;02.09.2019;435;150;;;
Switzerland;SUIPA Competition;O;Iván;López Muñoz;16.09.2019;535;100;;;
Switzerland;SUIPA Competition;O;Iván;López Muñoz;22.04.2020;500;;-35;;
Switzerland;SUIPA Competition;O;Iván;López Muñoz;14.06.2020;599;99;;;
Switzerland;SUIPA Competition;O;Iván;López Muñoz;17.06.2020;449;;-150;;
Switzerland;SUIPA Competition;O;Iván;López Muñoz;28.06.2020;699;250;;;
Switzerland;SUIPA Competition;O;Iván;López Muñoz;05.07.2020;799;100;;;
Switzerland;SUIPA Competition;O;Iván;López Muñoz;05.08.2020;699;;-100;;
Switzerland;SUIPA Competition;O;Iván;López Muñoz;02.09.2020;549;;-150;;
Switzerland;SUIPA Competition;O;Iván;López Muñoz;16.09.2020;449;;-100;;
