Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;07.05.2018;550;250;
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;17.09.2018;650;100;
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;11.03.2019;675;25;
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;25.03.2019;425;;-250
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;25.03.2019;375;;-50
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;06.05.2019;125;;-250
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;17.06.2019;375;250;
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;17.06.2019;475;100;
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;01.07.2019;525;50;
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;02.09.2019;575;50;
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;09.09.2019;675;100;
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;16.09.2019;710;35;
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;16.09.2019;810;100;
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;16.09.2019;710;;-100
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;23.09.2019;745;35;
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;07.10.2019;1095;350;
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;07.10.2019;1130;35;
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;18.11.2019;1165;35;
Switzerland;SUIPA Competition;O45;Manuel;Faure;FaureManuel;18.11.2019;1415;250;
Switzerland;SUIPA Competition;O45;Stéphanie;Faure;FaureStéphanie;18.11.2019;50;50;
Switzerland;SUIPA Competition;O45;Xavier;Genot;GenotXavier;23.09.2019;35;35;
Switzerland;SUIPA Competition;O45;Xavier;Genot;GenotXavier;18.11.2019;134;99;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;GentiileschiLaurent;08.04.2019;10;10;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;GentiileschiLaurent;17.06.2019;109;99;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;GentiileschiLaurent;26.08.2019;159;50;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;GentiileschiLaurent;18.11.2019;209;50;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;25.06.2018;150;150;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;20.08.2018;185;35;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;10.09.2018;235;50;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;17.09.2018;270;35;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;10.12.2018;520;250;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;18.03.2019;570;50;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;18.03.2019;575;5;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;22.04.2019;590;15;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;17.06.2019;690;100;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;24.06.2019;704;14;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;24.06.2019;554;;-150
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;29.07.2019;579;25;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;19.08.2019;544;;-35
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;02.09.2019;644;100;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;09.09.2019;594;;-50
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;16.09.2019;609;15;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;16.09.2019;759;150;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;16.09.2019;724;;-35
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;23.09.2019;749;25;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;07.10.2019;848;99;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;09.12.2019;598;;-250
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;03.02.2020;613;15;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;03.02.2020;623;10;
Switzerland;SUIPA Competition;O45;Darío;Gómez;GómezDarío;17.02.2020;773;150;
Switzerland;SUIPA Competition;O45;Lea;Gómez;GómezLea;03.02.2020;6;6;
Switzerland;SUIPA Competition;O45;Tony;Gómez;GómezTony;26.03.2018;25;25;
Switzerland;SUIPA Competition;O45;Tony;Gómez;GómezTony;07.05.2018;50;25;
Switzerland;SUIPA Competition;O45;Tony;Gómez;GómezTony;17.09.2018;150;100;
Switzerland;SUIPA Competition;O45;Tony;Gómez;GómezTony;11.03.2019;249;99;
Switzerland;SUIPA Competition;O45;Tony;Gómez;GómezTony;25.03.2019;224;;-25
Switzerland;SUIPA Competition;O45;Tony;Gómez;GómezTony;08.04.2019;284;60;
Switzerland;SUIPA Competition;O45;Tony;Gómez;GómezTony;06.05.2019;259;;-25
Switzerland;SUIPA Competition;O45;Tony;Gómez;GómezTony;17.06.2019;309;50;
Switzerland;SUIPA Competition;O45;Tony;Gómez;GómezTony;02.09.2019;359;50;
Switzerland;SUIPA Competition;O45;Tony;Gómez;GómezTony;16.09.2019;259;;-100
Switzerland;SUIPA Competition;O45;Tony;Gómez;GómezTony;23.09.2019;309;50;
Switzerland;SUIPA Competition;O45;Tony;Gómez;GómezTony;07.10.2019;459;150;
Switzerland;SUIPA Competition;O45;Tony;Gómez;GómezTony;07.10.2019;494;35;
Switzerland;SUIPA Competition;O45;Tony;Gómez;GómezTony;18.11.2019;594;100;
Switzerland;SUIPA Competition;O45;Tony;Gómez;GómezTony;18.11.2019;744;150;
Switzerland;SUIPA Competition;O45;Tony;Gómez;GómezTony;17.02.2020;844;100;
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;23.04.2018;35;35;
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;28.05.2018;70;35;
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;17.09.2018;95;25;
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;10.12.2018;130;35;
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;18.03.2019;165;35;
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;18.03.2019;415;250;
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;15.04.2019;430;15;
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;22.04.2019;465;35;
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;22.04.2019;430;;-35
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;27.05.2019;395;;-35
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;26.08.2019;429;34;
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;16.09.2019;679;250;
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;16.09.2019;714;35;
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;16.09.2019;689;;-25
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;07.10.2019;939;250;
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;07.10.2019;954;15;
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;09.12.2019;919;;-35
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;03.02.2020;925;6;
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;03.02.2020;965;40;
Switzerland;SUIPA Competition;O45;Marco;Gonçalves;GonçalvesMarco;17.02.2020;1215;250;
Switzerland;SUIPA Competition;O45;Miguel;González;GonzálezMiguel;18.03.2019;35;35;
Switzerland;SUIPA Competition;O45;Bernd;Harden;HardenBernd;29.04.2019;25;25;
Switzerland;SUIPA Competition;O45;Karen;Heimlicher;HeimlicherKaren;28.05.2018;35;35;
Switzerland;SUIPA Competition;O45;Karen;Heimlicher;HeimlicherKaren;22.04.2019;70;35;
Switzerland;SUIPA Competition;O45;Karen;Heimlicher;HeimlicherKaren;27.05.2019;35;;-35
Switzerland;SUIPA Competition;O45;Karen;Heimlicher;HeimlicherKaren;02.09.2019;85;50;
Switzerland;SUIPA Competition;O45;Karen;Heimlicher;HeimlicherKaren;16.09.2019;185;100;
Switzerland;SUIPA Competition;O45;Luis Fernando;Herraiz Ongay;Herraiz OngayLuis Fernando;23.04.2018;35;35;
Switzerland;SUIPA Competition;O45;Luis Fernando;Herraiz Ongay;Herraiz OngayLuis Fernando;22.04.2019;0;;-35
Switzerland;SUIPA Competition;O45;André;Jaunin;JauninAndré;10.09.2018;50;50;
Switzerland;SUIPA Competition;O45;André;Jaunin;JauninAndré;09.09.2019;0;;-50
Switzerland;SUIPA Competition;O45;André;Jaunin;JauninAndré;07.10.2019;150;150;
Switzerland;SUIPA Competition;O45;André;Jaunin;JauninAndré;17.02.2020;190;40;
Switzerland;SUIPA Competition;O45;Enrique;Jiménez;JiménezEnrique;26.03.2018;50;50;
Switzerland;SUIPA Competition;O45;Enrique;Jiménez;JiménezEnrique;26.03.2018;75;25;
Switzerland;SUIPA Competition;O45;Enrique;Jiménez;JiménezEnrique;07.05.2018;175;100;
Switzerland;SUIPA Competition;O45;Enrique;Jiménez;JiménezEnrique;07.05.2018;210;35;
Switzerland;SUIPA Competition;O45;Enrique;Jiménez;JiménezEnrique;11.03.2019;360;150;
Switzerland;SUIPA Competition;O45;Enrique;Jiménez;JiménezEnrique;25.03.2019;310;;-50
Switzerland;SUIPA Competition;O45;Enrique;Jiménez;JiménezEnrique;25.03.2019;285;;-25
Switzerland;SUIPA Competition;O45;Enrique;Jiménez;JiménezEnrique;08.04.2019;345;60;
Switzerland;SUIPA Competition;O45;Enrique;Jiménez;JiménezEnrique;06.05.2019;245;;-100
Switzerland;SUIPA Competition;O45;Enrique;Jiménez;JiménezEnrique;06.05.2019;210;;-35
Switzerland;SUIPA Competition;O45;Enrique;Jiménez;JiménezEnrique;17.06.2019;245;35;
Switzerland;SUIPA Competition;O45;Enrique;Jiménez;JiménezEnrique;07.10.2019;280;35;
Switzerland;SUIPA Competition;O45;Enrique;Jiménez;JiménezEnrique;17.02.2020;380;100;
Switzerland;SUIPA Competition;O45;Samuel;Kämpf;KämpfSamuel;25.06.2018;99;99;
Switzerland;SUIPA Competition;O45;Samuel;Kämpf;KämpfSamuel;10.12.2018;249;150;
Switzerland;SUIPA Competition;O45;Samuel;Kämpf;KämpfSamuel;18.03.2019;259;10;
Switzerland;SUIPA Competition;O45;Samuel;Kämpf;KämpfSamuel;22.04.2019;274;15;
Switzerland;SUIPA Competition;O45;Samuel;Kämpf;KämpfSamuel;24.06.2019;175;;-99
Switzerland;SUIPA Competition;O45;Samuel;Kämpf;KämpfSamuel;02.09.2019;275;100;
Switzerland;SUIPA Competition;O45;Samuel;Kämpf;KämpfSamuel;16.09.2019;425;150;
Switzerland;SUIPA Competition;O45;Samuel;Kämpf;KämpfSamuel;09.12.2019;275;;-150
Switzerland;SUIPA Competition;O45;Fernando;Klingenfuss;KlingenfussFernando;10.09.2018;50;50;
Switzerland;SUIPA Competition;O45;Fernando;Klingenfuss;KlingenfussFernando;09.09.2019;0;;-50
Switzerland;SUIPA Competition;O45;Tuncay;Koc;KocTuncay;23.04.2018;35;35;
Switzerland;SUIPA Competition;O45;Tuncay;Koc;KocTuncay;22.04.2019;0;;-35
Switzerland;SUIPA Competition;O45;Florence;Le Pen;Le PenFlorence;18.11.2019;35;35;
Switzerland;SUIPA Competition;O45;Paul;Lensley;LensleyPaul;17.06.2019;150;150;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;23.04.2018;150;150;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;30.04.2018;300;150;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;28.05.2018;450;150;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;20.08.2018;550;100;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;10.09.2018;800;250;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;17.09.2018;900;100;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;10.12.2018;1050;150;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;18.03.2019;1085;35;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;15.04.2019;1190;105;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;22.04.2019;1290;100;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;22.04.2019;1140;;-150
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;29.04.2019;990;;-150
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;27.05.2019;840;;-150
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;01.07.2019;890;50;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;29.07.2019;940;50;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;19.08.2019;840;;-100
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;02.09.2019;940;100;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;09.09.2019;975;35;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;09.09.2019;725;;-250
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;16.09.2019;760;35;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;16.09.2019;1010;250;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;16.09.2019;910;;-100
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;07.10.2019;1160;250;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;07.10.2019;1310;150;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;28.10.2019;1360;50;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;18.11.2019;1510;150;
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;09.12.2019;1360;;-150
Switzerland;SUIPA Competition;O45;Miguel;Letelier;LetelierMiguel;17.02.2020;1510;150;
Switzerland;SUIPA Competition;O45;Anette;Lindskog;LindskogAnette;03.02.2020;10;10;
Switzerland;SUIPA Competition;O45;Xavier;Maya;MayaXavier;08.04.2019;50;50;
Switzerland;SUIPA Competition;O45;Xavier;Maya;MayaXavier;18.11.2019;85;35;
Switzerland;SUIPA Competition;O45;Cesar;Miodowski;MiodowskiCesar;08.04.2019;5;5;
Switzerland;SUIPA Competition;O45;Cesar;Miodowski;MiodowskiCesar;17.06.2019;55;50;
Switzerland;SUIPA Competition;O45;Javier;Moizello;MoizelloJavier;23.04.2018;35;35;
Switzerland;SUIPA Competition;O45;Javier;Moizello;MoizelloJavier;22.04.2019;0;;-35
Switzerland;SUIPA Competition;O45;José Luis;Narrillos;NarrillosJosé Luis;07.05.2018;100;100;
Switzerland;SUIPA Competition;O45;José Luis;Narrillos;NarrillosJosé Luis;17.09.2018;450;350;
Switzerland;SUIPA Competition;O45;José Luis;Narrillos;NarrillosJosé Luis;08.04.2019;505;55;
Switzerland;SUIPA Competition;O45;José Luis;Narrillos;NarrillosJosé Luis;06.05.2019;405;;-100
Switzerland;SUIPA Competition;O45;José Luis;Narrillos;NarrillosJosé Luis;17.06.2019;505;100;
Switzerland;SUIPA Competition;O45;José Luis;Narrillos;NarrillosJosé Luis;24.06.2019;525;20;
Switzerland;SUIPA Competition;O45;José Luis;Narrillos;NarrillosJosé Luis;16.09.2019;175;;-350
Switzerland;SUIPA Competition;O45;Philippe;Natanson;NatansonPhilippe;09.09.2019;15;15;
Switzerland;SUIPA Competition;O45;Philippe;Natanson;NatansonPhilippe;23.09.2019;25;10;
Switzerland;SUIPA Competition;O45;Luca;Oggiano;OggianoLuca;29.04.2019;100;100;
Switzerland;SUIPA Competition;O45;Luca;Oggiano;OggianoLuca;24.06.2019;110;10;
Switzerland;SUIPA Competition;O45;Luca;Oggiano;OggianoLuca;26.08.2019;125;15;
Switzerland;SUIPA Competition;O45;Luca;Oggiano;OggianoLuca;28.10.2019;140;15;
Switzerland;SUIPA Competition;O45;Luca;Oggiano;OggianoLuca;18.11.2019;239;99;
Switzerland;SUIPA Competition;O45;Alberto;Osorio;OsorioAlberto;18.11.2019;35;35;
Switzerland;SUIPA Competition;O45;Bart;Peeters;PeetersBart;08.04.2019;10;10;
Switzerland;SUIPA Competition;O45;Bart;Peeters;PeetersBart;17.06.2019;109;99;
Switzerland;SUIPA Competition;O45;Rafael;Perren;PerrenRafael;17.02.2020;99;99;
Switzerland;SUIPA Competition;O45;Roger;Rusca;RuscaRoger;17.09.2018;50;50;
Switzerland;SUIPA Competition;O45;Roger;Rusca;RuscaRoger;02.09.2019;200;150;
Switzerland;SUIPA Competition;O45;Roger;Rusca;RuscaRoger;16.09.2019;150;;-50
Switzerland;SUIPA Competition;O45;Jose;Sosa Larrosa;Sosa LarrosaJose;22.04.2019;25;25;
Switzerland;SUIPA Competition;O45;Jose;Sosa Larrosa;Sosa LarrosaJose;17.06.2019;125;100;
Switzerland;SUIPA Competition;O45;Jose;Sosa Larrosa;Sosa LarrosaJose;24.06.2019;160;35;
Switzerland;SUIPA Competition;O45;Jose;Sosa Larrosa;Sosa LarrosaJose;01.07.2019;194;34;
Switzerland;SUIPA Competition;O45;Jose;Sosa Larrosa;Sosa LarrosaJose;16.09.2019;229;35;
Switzerland;SUIPA Competition;O45;Jose;Sosa Larrosa;Sosa LarrosaJose;07.10.2019;379;150;
Switzerland;SUIPA Competition;O45;Jose;Sosa Larrosa;Sosa LarrosaJose;07.10.2019;389;10;
Switzerland;SUIPA Competition;O45;Suat;Ulusoy;UlusoySuat;23.04.2018;35;35;
Switzerland;SUIPA Competition;O45;Suat;Ulusoy;UlusoySuat;22.04.2019;0;;-35
Switzerland;SUIPA Competition;O45;Sébastien;Vignal;VignalSébastien;26.03.2018;100;100;
Switzerland;SUIPA Competition;O45;Sébastien;Vignal;VignalSébastien;07.05.2018;200;100;
Switzerland;SUIPA Competition;O45;Sébastien;Vignal;VignalSébastien;11.03.2019;350;150;
Switzerland;SUIPA Competition;O45;Sébastien;Vignal;VignalSébastien;25.03.2019;250;;-100
Switzerland;SUIPA Competition;O45;Sébastien;Vignal;VignalSébastien;08.04.2019;310;60;
